,files,keys,en,hi,id,zh-Hant,ja,zh-Hans,Base,th,vi,ko
0,Flabuless/Layouts/Apps Specific/HealthMe/ResetPasswordViewController.strings,"""Cut-4v-8mi.text""","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";",,"""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";","""An email with a link to reset your password has been sent to"";"
1,Flabuless/Layouts/Apps Specific/HealthMe/ResetPasswordViewController.strings,"""Gdr-v7-VlE.text""","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";",,"""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";","""sudhanshu@rewardz.sg"";"
2,Flabuless/Layouts/Apps Specific/HealthMe/ResetPasswordViewController.strings,"""tEd-M1-CL1.normalTitle""","""OK"";","""OK"";","""OK"";","""OK"";","""OK"";","""OK"";",,"""OK"";","""OK"";","""OK"";"
3,Flabuless/Layouts/Apps Specific/HealthMe/ResetPasswordViewController.strings,"""k4F-tV-Sjg.normalTitle""","""RESET"";","""RESET"";","""RESET"";","""RESET"";","""RESET"";","""RESET"";",,"""RESET"";","""RESET"";","""RESET"";"
4,Flabuless/Layouts/Apps Specific/HealthMe/ResetPasswordViewController.strings,"""bmI-4R-nMK.text""","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";",,"""RESET PASSWORD"";","""RESET PASSWORD"";","""RESET PASSWORD"";"
5,Flabuless/Layouts/Apps Specific/HealthMe/ResetPasswordViewController.strings,"""WxW-pY-gif.placeholder""","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";","""Email or Username"";",,"""Email or Username"";","""Email or Username"";","""Email or Username"";"
6,Flabuless/Layouts/Apps Specific/HealthMe/ResetPasswordViewController.strings,"""ufi-Yz-SEv.text""","""Success"";","""Success"";","""Success"";","""Success"";","""Success"";","""Success"";",,"""Success"";","""Success"";","""Success"";"
7,Flabuless/Layouts/Apps Specific/HealthMe/ResetPasswordViewController.strings,"""tNV-Ej-7UN.text""","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";",,"""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";","""Please check your email and click the password reset link."";"
0,Flabuless/Layouts/Common UI/Tracker.strings,"""898-uY-tsQ.text""","""Which Mechanism You Would Like  To Connect  To Track  Your Steps?"";","""अपने स्टेप्स को ट्रैक करने के लिए आप किस तंत्र से जुड़ना चाहेंगे?"";","""Mekanisme Apa Yang Ingin Anda Sambungkan Untuk Melacak Langkah Kaki Anda?"";","""您想要連接哪種機制來追蹤您的步數？"";","""あなたのステップを追跡するためにどのメカニズムを接続したいですか？"";","""您想连接到哪个机制来追踪您的步数？"";",,"""กลไกใดที่คุณต้องการเชื่อมต่อเพื่อที่จะนับก้าวเดินของคุณ"";","""Bạn Muốn Kết nối Với Thiết bị Nào Để Đếm Bước chân Của Mình?"";","""어디에 연결해서 걸음 수를 기록하시겠습니까?"";"
1,Flabuless/Layouts/Common UI/Tracker.strings,"""fvY-nw-jka.normalTitle""","""Proceed"";","""आगे बढ़ें "";","""Teruskan"";","""繼續"";","""続行する"";","""继续进行"";",,"""ดำเนินการต่อไป"";","""Tiếp tục"";","""진행"";"
0,Flabuless/Layouts/Common UI/Activity.strings,"""bAQ-vI-hzb.text""",""" 0"";",""" 0"";",""" 0"";",""" 0"";",""" 0"";",""" 0"";",,""" 0"";",""" 0"";",""" 0"";"
1,Flabuless/Layouts/Common UI/Activity.strings,"""gNo-a4-INQ.text""","""0 MIN"";","""0 MIN"";","""0 MIN"";","""0 MIN"";","""0 MIN"";","""0 MIN"";",,"""0 MIN"";","""0 MIN"";","""0 MIN"";"
2,Flabuless/Layouts/Common UI/Activity.strings,"""1bP-ex-vo0.text""","""MY ACTIVITY HISTORY"";","""मेरी गतिविधियां"";","""RIWAYAT AKTIVITAS SAYA"";","""歷史庫"";","""活動記録"";","""历史库"";",,"""ประวัติกิจกรรมของฉัน"";","""Lịch sử Hoạt động của Tôi"";","""내 활동 기록"";"
3,Flabuless/Layouts/Common UI/Activity.strings,"""YK0-xe-hZ6.text""","""STEPS"";","""कदम"";","""LANGKAH"";","""步數"";","""ステップ"";","""步数"";",,"""ก้าว"";","""Bước Chân"";","""걸음"";"
4,Flabuless/Layouts/Common UI/Activity.strings,"""QjA-si-iD4.text""","""CYCLING"";","""सायक्लिंग"";","""BERSEPEDA"";","""騎自行車"";","""サイクリング"";","""骑自行车"";",,"""ขี่จักรยาน"";","""ĐẠP XE"";","""사이클링"";"
5,Flabuless/Layouts/Common UI/Activity.strings,"""BgK-wK-5fq.text""","""Pts"";","""अंक"";","""Poin"";","""分"";","""Pts"";","""积分"";",,"""คะแนน"";","""Điểm"";","""점"";"
6,Flabuless/Layouts/Common UI/Activity.strings,"""IIz-Fh-wA5.text""","""No Activity Found"";","""कोई गतिविधि नहीं मिली"";","""Tidak Ada Aktivitas"";","""找不到任何活動"";","""アクティビティが見つかりません"";","""找不到任何活动"";",,"""ไม่พบกิจกรรม"";","""Không Tìm thấy Hoạt động nào"";","""활동 없음"";"
7,Flabuless/Layouts/Common UI/Activity.strings,"""o4M-xt-STE.text""","""Pts"";","""अंक"";","""Poin"";","""分"";","""Pts"";","""积分"";",,"""คะแนน"";","""Điểm"";","""점"";"
8,Flabuless/Layouts/Common UI/Activity.strings,"""1kH-Lf-oEZ.text""","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";",,"""George Mark Jones"";","""George Mark Jones"";","""George Mark Jones"";"
9,Flabuless/Layouts/Common UI/Activity.strings,"""6fj-kb-Z2I.text""","""MY ACTIVITY HISTORY"";","""मेरी गतिविधियां"";","""RIWAYAT AKTIVITAS SAYA"";","""歷史庫"";","""活動記録"";","""历史库"";",,"""ประวัติกิจกรรมของฉัน"";","""Lịch sử Hoạt động của Tôi"";","""MY ACTIVITY HISTORY"";"
10,Flabuless/Layouts/Common UI/Activity.strings,"""aFa-Ir-out.text""","""Pts"";","""अंक"";","""Poin"";","""分"";","""Pts"";","""积分"";",,"""คะแนน"";","""Điểm"";","""점"";"
11,Flabuless/Layouts/Common UI/Activity.strings,"""Eqk-Vy-rQj.text""","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";","""October 2018"";",,"""October 2018"";","""October 2018"";","""October 2018"";"
12,Flabuless/Layouts/Common UI/Activity.strings,"""rYY-50-A3t.text""","""0"";","""0"";","""0"";","""0"";","""0"";","""0"";",,"""0"";","""0"";","""0"";"
13,Flabuless/Layouts/Common UI/Activity.strings,"""80Y-Wl-868.text""","""No Activity Found"";","""कोई गतिविधि नहीं मिली"";","""Tidak Ada Aktivitas"";","""找不到任何活動"";","""アクティビティが見つかりません"";","""找不到任何活动"";",,"""ไม่พบกิจกรรม"";","""Không Tìm thấy Hoạt động nào"";","""활동 없음"";"
14,Flabuless/Layouts/Common UI/Activity.strings,"""jUc-x3-YqX.text""",""" 0"";",""" 0"";",""" 0"";",""" 0"";",""" 0"";",""" 0"";",,""" 0"";",""" 0"";",""" 0"";"
15,Flabuless/Layouts/Common UI/Activity.strings,"""lXD-ck-qlp.text""","""900"";","""900"";","""900"";","""900"";","""900"";","""900"";",,"""900"";","""900"";","""900"";"
16,Flabuless/Layouts/Common UI/Activity.strings,"""6VO-Jp-xU0.text""",""" KM"";",""" किमी"";",""" KM"";","""公里"";",""" KM"";","""千米"";",,""" กม."";",""" KM"";",""" KM"";"
17,Flabuless/Layouts/Common UI/Activity.strings,"""sHu-EL-qQ4.text""","""563"";","""563"";","""563"";","""563"";","""563"";","""563"";",,"""563"";","""563"";","""563"";"
18,Flabuless/Layouts/Common UI/Activity.strings,"""SXI-n4-BnM.text""","""STEPS"";","""कदम"";","""LANGKAH"";","""步數"";","""ステップ"";","""步数"";",,"""ก้าว"";","""Bước Chân"";","""걸음"";"
19,Flabuless/Layouts/Common UI/Activity.strings,"""9q4-CN-6x4.text""","""DISTANCE"";","""दूरी"";","""JARAK"";","""距離"";","""距離"";","""DISTANCE"";",,"""ระยะทาง"";","""QUÃNG ĐƯỜNG"";","""거리"";"
20,Flabuless/Layouts/Common UI/Activity.strings,"""FPf-r0-tv0.text""","""1000 Points"";","""1000 Points"";","""1000 Points"";","""1000 Points"";","""1000 Points"";","""1000 Points"";",,"""1000 Points"";","""1000 Points"";","""1000 Points"";"
21,Flabuless/Layouts/Common UI/Activity.strings,"""IW4-vr-P7c.normalTitle""","""Save Activity"";","""गतिविधि बचाओ"";","""Simpan Aktivitas"";","""儲存活動"";","""アクティビティを保存"";","""保存活动"";",,"""บันทึกกิจกรรม"";","""Lưu Hoạt động"";","""활동 저장"";"
22,Flabuless/Layouts/Common UI/Activity.strings,"""mPX-ib-iog.text""","""1 -7 May"";","""1 -7 May"";","""1 -7 May"";","""1 -7 May"";","""1 -7 May"";","""1 -7 May"";",,"""1 -7 May"";","""1 -7 May"";","""1 -7 May"";"
23,Flabuless/Layouts/Common UI/Activity.strings,"""ZXd-jQ-E6Z.normalTitle""","""Weekly"";","""साप्ताहिक"";","""Mingguan"";","""簽到"";","""毎週"";","""每周"";",,"""รายสัปดาห์"";","""Tuần"";","""주간"";"
24,Flabuless/Layouts/Common UI/Activity.strings,"""gxD-Yg-H23.normalTitle""","""Monthly"";","""महीने के"";","""Bulanan"";","""每月"";","""毎月"";","""每月"";",,"""รายเดือน"";","""Tháng"";","""월간 간행물"";"
25,Flabuless/Layouts/Common UI/Activity.strings,"""BkF-Q6-nLI.normalTitle""","""Check in"";","""चेक इन"";","""Check in"";","""Check in"";","""チェックイン"";","""签到"";",,"""เช็กอิน"";","""Tham gia sự kiện"";","""체크인"";"
26,Flabuless/Layouts/Common UI/Activity.strings,"""w8R-XY-C48.text""","""0"";","""0"";","""0"";","""0"";","""0"";","""0"";",,"""0"";","""0"";","""0"";"
27,Flabuless/Layouts/Common UI/Activity.strings,"""BcO-qt-n0O.normalTitle""","""Dashboard"";","""डैशबोर्ड"";","""Dasbor"";","""主頁"";","""ダッシュボード"";","""主页"";",,"""แผงควบคุม"";","""Tổng hợp"";","""대시보드"";"
28,Flabuless/Layouts/Common UI/Activity.strings,"""DWb-G1-yP3.normalTitle""","""MONTH"";","""महीने के"";","""BULAN"";","""月"";","""毎月"";","""月"";",,"""เดือน"";","""THÁNG"";","""달"";"
29,Flabuless/Layouts/Common UI/Activity.strings,"""vJA-65-e1n.text""","""DURATION"";","""अवधि"";","""DURASI"";","""時間長度"";","""DURATION"";","""持续时间"";",,"""ระยะเวลา"";","""THỜI GIAN DIỄN RA"";","""기간"";"
30,Flabuless/Layouts/Common UI/Activity.strings,"""7ka-Tm-87Q.text""","""START DATE & TIME"";","""दिनांक और समय शुरू करें"";","""TANGGAL & WAKTU MULAI"";","""開始日期與時間"";","""START DATE & TIME"";","""开始日期和时间"";",,"""วันที่และเวลาเริ่มต้น"";","""NGÀY & THỜI GIAN BẮT ĐẦU"";","""시작 날짜 및 시각"";"
31,Flabuless/Layouts/Common UI/Activity.strings,"""K3J-gI-CyJ.normalTitle""","""WEEK"";","""सप्ताह"";","""MINGGU"";","""周"";","""毎週"";","""周"";",,"""รายสัปดาห์"";","""TUẦN"";","""주"";"
32,Flabuless/Layouts/Common UI/Activity.strings,"""DPu-RQ-yqX.normalTitle""","""Done"";","""किया हुआ"";","""Selesai"";","""完成"";","""完了"";","""完成"";",,"""เสร็จสิ้น"";","""Hoàn tất"";","""완료"";"
33,Flabuless/Layouts/Common UI/Activity.strings,"""kq0-mq-K8h.text""",""" MIN"";",""" मिन"";",""" MNT"";","""分鐘"";",""" MIN"";","""分钟"";",,""" นาที"";",""" PHÚT"";","""분"";"
34,Flabuless/Layouts/Common UI/Activity.strings,"""H05-Bv-EfZ.normalTitle""","""Done"";","""किया हुआ"";","""Selesai"";","""完成"";","""完了"";","""完成"";",,"""เสร็จสิ้น"";","""Hoàn tất"";","""완료"";"
0,Flabuless/Layouts/Common UI/CustomCells/ProfilePublicTableViewCell.strings,"""SY4-0A-rG2.text""","""Make my profile public"";","""प्रोफाइल जानकारी सार्वजनिक करें"";","""buka profil"";","""公開我的帳戶"";","""公開プロフィール"";","""公开我的账户"";",,"""ตั้งค่าโปรไฟล์ แบบสาธารณะ"";","""mở hồ sơ"";","""공개 계정"";"
0,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""ebD-ys-wVi.text""","""Duration"";","""अवधि"";","""Durasi"";","""時間長度"";","""期間"";","""持续时间"";",,"""ระยะเวลา"";","""Thời gian diễn ra"";","""기간"";"
1,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""1rd-sk-7ao.text""","""00"";","""00"";","""00"";","""00"";","""00"";","""00"";",,"""00"";","""00"";","""00"";"
2,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""cBg-Up-OwL.text""","""min"";","""न्यूनतम"";","""mnt"";","""分鐘"";","""分"";","""分钟"";",,"""นาที"";","""phút"";","""분"";"
3,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""z2B-ps-y51.text""","""am"";","""प्रातः"";","""am"";","""上午"";","""午前"";","""上午"";",,"""ก่อนเที่ยง"";","""sáng"";","""오전"";"
4,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""48w-QS-6Vm.text""","""00"";","""00"";","""00"";","""00"";","""00"";","""00"";",,"""00"";","""00"";","""00"";"
5,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""VhF-Pn-JUJ.text""","""Start Date & Time"";","""शुरू करने की तारीख और समय "";","""Tanggal & Waktu Mulai"";","""開始日期與時間"";","""開始日時"";","""开始日期和时间"";",,"""วันที่และเวลาเริ่มต้น"";","""Ngày & Thời gian Bắt đầu"";","""시작 날짜 및 시각"";"
6,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""xNe-nS-tHJ.text""","""Mts"";","""मीटर्स"";","""Mts"";","""Mts"";","""Mts"";","""分钟"";",,"""เมตร"";","""Mét"";","""Mts"";"
7,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""V7L-C2-kHC.text""","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";","""25/04/2018"";",,"""25/04/2018"";","""25/04/2018"";","""25/04/2018"";"
8,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""QMt-24-J0d.text""","""KM"";","""किमी"";","""KM"";","""公里"";","""KM"";","""千米"";",,"""กม."";","""KM"";","""KM"";"
9,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""hxo-cU-rgX.text""","""00"";","""00"";","""00"";","""00"";","""00"";","""00"";",,"""00"";","""00"";","""00"";"
10,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""zrp-1y-fZP.text""","""Label"";","""लेबल"";","""Label"";","""標籤"";","""ラベル"";","""标签"";",,"""ป้ายกำกับ"";","""Nhãn"";","""라벨"";"
11,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""RDv-FJ-gNp.text""","""Distance"";","""दूरी"";","""Jarak"";","""距離"";","""距離"";","""距离"";",,"""ระยะทาง"";","""Khoảng cách"";","""거리"";"
12,Flabuless/Presentation Layer/Add Activity/Activity Carousel/Custom Cell/DistanceActivityCarouselCollectionViewCell.strings,"""Xzx-hc-9RB.text""","""11:40"";","""11:40"";","""11:40"";","""11:40"";","""11:40"";","""11:40"";",,"""11:40"";","""11:40"";","""11:40"";"
0,Flabuless/Presentation Layer/NewEventDesign/NewCheckinViewController/CustomCells/EventRsvpTableViewCell.strings,"""HU5-eU-JEM.normalTitle""","""RSVP"";","""RSVP"";","""harap dijawab"";","""敬請回复"";","""お返事お願いします"";","""参加活动"";",,"""RSVP"";","""VUI LÒNG PHÚC ĐÁP"";","""RSVP"";"
