,Unnamed: 0,files,keys,en,zh-Hans,vi,id,ms,th,ru
2467,904,Strings/Localizable.strings,"""Please go to My Wallet Tab to use the redeemed reward.""","""Please go to My Wallet Tab to use the redeemed reward."";","""Please go to My Wallet Tab to use the redeemed reward."";",,"""Sila pergi ke Tab Dompet Saya untuk menggunakan ganjaran yang ditebus."";","""Please go to My Wallet Tab to use the redeemed reward."";","""กรุณาไปที่ กระเป๋าเงินของฉัน เพื่อใช้คะแนนในการแลกของรางวัล"";",
2468,905,Strings/Localizable.strings,"""Please enter Pln number.""","""Please enter Pln number."";","""请输入PIN码"";",,"""Sila masukkan nombor Pln."";","""Please enter Pln number."";","""ป้อนหมายเลข Pln"";",
2469,906,Strings/Localizable.strings,"""Thai""","""Thai"";","""Thai"";",,"""Thai"";","""Thai"";","""ไทย"";",
2470,907,Strings/Localizable.strings,"""Back to Rewards""","""Back to Rewards"";","""返回奖励"";",,"""Kembali ke Ganjaran"";","""Back to Rewards"";","""กลับสู่รายการของรางวัล"";",
2471,908,Strings/Localizable.strings,"""View All""","""View All"";","""查看全部"";",,"""LIHAT SEMUA"";","""View All"";","""ดูทั้งหมด"";",
2472,909,Strings/Localizable.strings,"""Server Error""","""Server Error"";","""服务器错误"";",,"""Ralat Pelayan"";","""Server Error"";","""เซิร์ฟเวอร์ผิดพลาด"";",
2473,910,Strings/Localizable.strings,"""IN HIGH DEMAND""","""IN HIGH DEMAND"";","""需求量大"";",,"""DALAM PERMINTAAN TINGGI"";","""IN HIGH DEMAND"";","""มีความต้องการสินค้าสูง"";",
2474,911,Strings/Localizable.strings,"""Document""","""Document"";","""文件"";",,"""Dokumen"";","""Document"";","""เอกสาร"";",
2475,912,Strings/Localizable.strings,"""Phangnga""","""Phangnga"";","""Phangnga"";","""Phangnga"";",,"""Phangnga"";","""พังงา"";",
2476,913,Strings/Localizable.strings,"""more points to redeem this reward""","""more points to redeem this reward"";","""分就能兑换此奖励"";",,"""lebih banyak mata untuk menebus ganjaran ini"";","""more points to redeem this reward"";","""คะแนนเพิ่มเติมเพื่อรับรางวัลนี้"";",
2477,914,Strings/Localizable.strings,"""It was your Colleague's""","""It was your Colleague's"";","""是您同事的"";",,"""Itu adalah rakan sekerja anda"";","""It was your Colleague's"";","""มันเป็นเพื่อนร่วมงานของคุณ"";",
2478,915,Strings/Localizable.strings,"""appreciating""","""appreciating"";","""แข็ง"";",,"""menghargai"";","""appreciating"";","""欣赏"";",
2479,916,Strings/Localizable.strings,"""Comments""","""Comments"";","""Comments"";",,"""Komen"";","""Comments"";","""Comments"";",
2480,917,Strings/Localizable.strings,"""Master Degree""","""Master Degree"";","""硕士学位"";",,"""Ijazah Sarjana"";","""Master Degree"";","""ปริญญาโท"";",
2481,918,Strings/Localizable.strings,"""A minute ago""","""A minute ago"";","""一分钟前"";",,"""Semenit yang lalu"";","""A minute ago"";","""A minute ago"";",
2482,919,Strings/Localizable.strings,"""Clap""","""Clap"";","""拍"";",,"""Tepuk"";","""Clap"";","""ปรบมือ"";",
2483,920,Strings/Localizable.strings,"""colleagues birthday""","""colleagues birthday"";","""同事的生日"";",,"""ulang tahun rakan sekerja"";","""colleagues birthday"";","""วันเกิดเพื่อนร่วมงาน"";",
2484,921,Strings/Localizable.strings,"""We unable to send OTP to your registered mobile, Please contact admin for assistance.""","""We unable to send OTP to your registered mobile, Please contact admin for assistance."";","""我们无法将验证码发送到您所注册的手机号码，请联系管理员寻求帮助"";",,"""Kami tidak dapat mengirim OTP ke telefon bimbit berdaftar anda. Hubungi admin untuk mendapatkan bantuan."";","""We unable to send OTP to your registered mobile, Please contact admin for assistance."";","""เราไม่สามารถส่ง OTP ไปยังมือถือที่ลงทะเบียนของคุณได้โปรดติดต่อผู้ดูแลระบบเพื่อขอความช่วยเหลือ"";",
2485,922,Strings/Localizable.strings,"""Disconnect""","""Disconnect"";","""中断"";",,"""Putuskan sambungan"";","""Disconnect"";","""ปลด"";",
2486,923,Strings/Localizable.strings,"""JUL""","""JUL"";","""7月"";",,"""JUL"";","""JUL"";","""JUL"";",
2487,924,Strings/Localizable.strings,"""Group name should not be empty""","""Group name should not be empty"";","""必须填写组名的字段"";",,"""Nama kumpulan tidak boleh kosong"";","""Group name should not be empty"";","""ชื่อกลุ่มไม่ควรว่างเปล่า"";",
2488,925,Strings/Localizable.strings,"""Point""","""Point"";","""点"";",,"""Titik"";","""Point"";","""คะแนน"";",
2489,926,Strings/Localizable.strings,"""Next""","""Next"";","""Next"";",,"""Terus"";","""Next"";","""Next"";",
2490,927,Strings/Localizable.strings,"""Submitted succesfully""",,"""Submitted succesfully"";",,"""Berjaya dihantar"";",,"""Submitted succesfully"";","""Отправлено успешно"""
2491,928,Strings/Localizable.strings,"""Library""","""Library"";","""文库"";",,"""Galeri"";","""Library"";","""ห้องสมุด"";",
2492,929,Strings/Localizable.strings,"""more points to get this reward""","""more points to get this reward"";","""还需更多积分才可获得这份奖励"";",,"""lebih banyak mata untuk mendapat ganjaran ini"";","""more points to get this reward"";","""คะแนนเพิ่มเติมเพื่อรับรางวัลนี้"";",
2493,930,Strings/Localizable.strings,"""Top 10 Participants""","""Top 10 Participants"";","""前10名"";",,"""10 Peserta Teratas"";","""Top 10 Participants"";","""10 อันดับ เพื่อนร่วมงาน"";",
2494,931,Strings/Localizable.strings,"""Select phone number""","""Select phone number"";","""选择联络号码"";",,"""Pilih nombor telefon"";","""Select phone number"";","""เลือกหมายเลขโทรศัพท์"";",
2495,932,Strings/Localizable.strings,"""Points won will be reflected within 2 hours""","""Points won will be reflected within 2 hours"";","""赢得的积分将在 2 小时内反映出来。"";",,"""Poin yang dimenangi akan ditunjukkan dalam masa 2 jam"";","""Points won will be reflected within 2 hours"";","""คะแนนที่ชนะจะปรากฏภายใน 2 ชั่วโมง"";",
2496,933,Strings/Localizable.strings,"""Please check the Location services.""","""Please check the Location services."";","""请查看您的定位服务是否已开启。"";",,"""Sila periksa perkhidmatan Lokasi."";","""Please check the Location services."";","""โปรดตรวจสอบบริการตำแหน่ง"";",
2497,934,Strings/Localizable.strings,"""Please enter Post Code""","""Please enter Post Code"";","""请输入您的 PIN 码"";",,"""Sila masukkan Poskod"";","""Please enter Post Code"";","""กรุณาใส่รหัสไปรษณีย์"";",
2498,935,Strings/Localizable.strings,"""Live chat""","""Live chat"";","""实时聊天"";",,"""Sembang langsung"";","""Live chat"";","""แชท"";",
2499,936,Strings/Localizable.strings,"""Proceed""","""Proceed"";","""进行"";",,"""Terus"";","""Proceed"";","""ดำเนินการ"";",
2500,937,Strings/Localizable.strings,"""for""","""for"";","""对于"";",,"""untuk"";","""for"";","""สำหรับ"";",
2501,938,Strings/Localizable.strings,"""JANUARY""","""JANUARY"";","""1月"";",,"""JANUARI"";","""JANUARY"";","""JANUARY"";",
2502,939,Strings/Localizable.strings,"""My Strengths""","""My Strengths"";","""我的表扬"";",,"""Kemahiran Saya"";","""My Strengths"";","""จุดเด่นของฉัน"";",
2503,940,Strings/Localizable.strings,"""Delivery fees of""","""Delivery fees of"";","""将收取"";",,"""Bayaran penghantaran"";","""Delivery fees of"";","""ค่าธรรมเนียมการจัดส่งของ"";",
2504,941,Strings/Localizable.strings,"""LOGOUT""","""LOGOUT"";","""退出登录"";",,"""LOG KELUAR"";","""LOGOUT"";","""ออกจากระบบ"";",
2505,942,Strings/Localizable.strings,"""Nonthaburi""","""Nonthaburi"";","""Nonthaburi"";","""Nonthaburi"";",,"""Nonthaburi"";","""นนทบรุ ี"";",
2506,943,Strings/Localizable.strings,"""Pts""","""Pts"";","""积分"";",,"""Mata"";","""Pts"";","""คะแนน"";",
2507,944,Strings/Localizable.strings,"""Steps Tracked Today""","""Steps Tracked Today"";","""今天跟踪的步骤"";",,"""Langkah Dijejak Hari Ini"";","""Steps Tracked Today"";","""ขั้นตอนติดตามวันนี้"";",
2508,945,Strings/Localizable.strings,"""We've encountered a technical error. Our team is working on it. Please try again later.""","""We've encountered a technical error. Our team is working on it. Please try again later."";","""抱歉，出现临时故障了。正在修复中，请稍后再试！"";",,"""Kami menghadapi ralat teknikal. Pasukan kami sedang mengatasinya. Sila cuba sebentar lagi."";","""We've encountered a technical error. Our team is working on it. Please try again later."";","""เราพบข้อผิดพลาดทางเทคนิคทีมของเรากำลังทำงานอยู่โปรดลองอีกครั้งในภายหลัง"";",
2509,946,Strings/Localizable.strings,"""Center Attendant (Cook)""","""Center Attendant (Cook)"";","""厨师"";",,"""Atendan Pusat (Masak)"";","""Center Attendant (Cook)"";","""ศูนย์ดูแล (ปรุงอาหาร)"";",
2510,947,Strings/Localizable.strings,"""Redeeming this reward will deduct \n""","""Redeeming this reward will deduct \n"";","""兑换此奖励将扣除 \n"";",,"""Menebus ganjaran ini akan mengurangkan \n"";","""Redeeming this reward will deduct \n"";","""การแลกรับรางวัลนี้จะหัก \n"";",
2511,948,Strings/Localizable.strings,"""We do not have facilities within this category.""","""We do not have facilities within this category."";","""我们在此类别中没有设施"";",,"""Kami tidak mempunyai kemudahan dalam kategori ini."";","""We do not have facilities within this category."";","""เราไม่มีสิ่งอำนวยความสะดวกในหมวดหมู่นี้"";",
2512,949,Strings/Localizable.strings,"""Total Remaining Points""","""Total Remaining Points"";","""其余积分总数"";",,"""Jumlah Mata Tinggal"";","""Total Remaining Points"";","""คะแนนที่เหลือรวม"";",
2513,950,Strings/Localizable.strings,"""Please contact support.""","""Please contact support."";","""Please contact support."";",,"""Sila hubungi sokongan."";","""Please contact support."";","""โปรดติดต่อฝ่ายสนับสนุน"";",
2514,951,Strings/Localizable.strings,"""Uboratchathani""","""Uboratchathani"";","""Uboratchathani"";","""Uboratchathani"";",,"""Uboratchathani"";","""อุบลราชธานี"";",
2515,952,Strings/Localizable.strings,"""Last Name""","""Last Name"";","""姓氏"";",,"""Nama terakhir"";","""Last Name"";","""นามสกุล"";",
2516,953,Strings/Localizable.strings,"""Characters""","""Characters"";","""字符"";",,"""aksara"";","""Characters"";","""ตัวอักษร"";",
2517,954,Strings/Localizable.strings,"""8 REFERRALS""","""8 REFERRALS"";","""铂奖"";",,"""8 RUJUKAN"";","""8 REFERRALS"";","""8 การอ้างอิง"";",
2518,955,Strings/Localizable.strings,"""CHECK IN""","""CHECK IN"";","""签入"";",,"""DAFTAR MASUK"";","""CHECK IN"";","""ลงทะเบียนอีเวนท์"";",
2519,956,Strings/Localizable.strings,"""Mahasarakham""","""Mahasarakham"";","""Mahasarakham"";","""Mahasarakham"";",,"""Mahasarakham"";","""มหาสารคาม"";",
2520,957,Strings/Localizable.strings,"""Recognition Heroes""","""Recognition Heroes"";","""荣誉名单"";",,"""Wira Pengiktirafan"";","""Recognition Heroes"";","""ฮีโร่ที่ได้รับการยอมรับ"";",
2521,958,Strings/Localizable.strings,"""Please enter new Caption""","""Please enter new Caption"";","""请输入新的说明"";",,"""Sila masukkan Kapsyen baru"";","""Please enter new Caption"";","""ป้อนคำบรรยายภาพ"";",
2522,959,Strings/Localizable.strings,"""OCT""","""OCT"";","""10月"";",,"""OCT"";","""OCT"";","""OCT"";",
2523,960,Strings/Localizable.strings,"""Leaderboard""","""Leaderboard"";","""排行榜"";",,"""Papan Skor"";","""Leaderboard"";","""กระดานอันดับ"";",
2524,961,Strings/Localizable.strings,"""Colleague's Birthday today""","""Colleague's Birthday today"";","""今天是您同事的生日"";",,"""Hari Lahir rakan sekerja hari ini"";","""Colleague's Birthday today"";","""วันเกิดของเพื่อนร่วมงานวันนี้"";",
